rank,GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,VAL_origin,VAL_dest,distance_miles,distance_used,dist_floored,gravity,gravity_norm
794,E330000US0114200000,"Birmingham-Hoover-Talladega, AL CFS Area; Alabama",E330000US2199999999,"Remainder of Kentucky, Kentucky",517674,1304216,206.38,206.38,False,15851510.794980187,0.005175423743845236
795,E330000US1999999999,"Remainder of Iowa, Iowa",E330000US3199999999,"Remainder of Nebraska, Nebraska",779687,628362,175.87,175.87,False,15839690.057472493,0.005171564338695881
796,E330000US3199999999,"Remainder of Nebraska, Nebraska",E330000US1999999999,"Remainder of Iowa, Iowa",628362,779687,175.87,175.87,False,15839690.057472493,0.005171564338695881
797,E330000US3699999999,"Remainder of New York, New York",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",892946,796192,212.01,212.01,False,15817225.770136438,0.00516422987363692
798,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US3699999999,"Remainder of New York, New York",796192,892946,212.01,212.01,False,15817225.770136438,0.00516422987363692
799,E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",818487,354346,135.52,135.52,False,15791832.70663509,0.005155939179425058
800,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",354346,818487,135.52,135.52,False,15791832.70663509,0.005155939179425058
801,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",741623,866810,201.94,201.94,False,15763853.8304327,0.005146804231726715
802,E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",866810,741623,201.94,201.94,False,15763853.8304327,0.005146804231726715
803,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US3299999999,"Remainder of Nevada, Nevada",7963786,257954,361.03,361.03,False,15760691.393434646,0.005145771713609562
804,E330000US3299999999,"Remainder of Nevada, Nevada",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",257954,7963786,361.03,361.03,False,15760691.393434646,0.005145771713609562
805,E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",626665,595891,153.98,153.98,False,15749748.93188231,0.005142199060682094
806,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",595891,626665,153.98,153.98,False,15749748.93188231,0.005142199060682094
807,E330000US1399999999,"Remainder of Georgia, Georgia",E330000US2199999999,"Remainder of Kentucky, Kentucky",877230,1304216,269.91,269.91,False,15704533.810925746,0.005127436574793642
808,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US1399999999,"Remainder of Georgia, Georgia",1304216,877230,269.91,269.91,False,15704533.810925746,0.005127436574793642
809,E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",670563,363627,124.7,124.7,False,15680604.549619969,0.005119623803869355
810,E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",363627,670563,124.7,124.7,False,15680604.549619969,0.005119623803869355
811,E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",278516,1102121,139.94,139.94,False,15674571.878321277,0.005117654170192998
812,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",1102121,278516,139.94,139.94,False,15674571.878321277,0.005117654170192998
813,E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",E330000US5199940060,"Richmond, VA CFS Area; Virginia",276034,348802,78.43,78.43,False,15652262.231138831,0.005110370194285389
814,E330000US5199940060,"Richmond, VA CFS Area; Virginia",E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",348802,276034,78.43,78.43,False,15652262.231138831,0.005110370194285389
815,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",1106517,227976,127.0,127.0,False,15640109.09492219,0.0051064022628035536
816,E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",227976,1106517,127.0,127.0,False,15640109.09492219,0.0051064022628035536
817,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",2123462,413090,237.03,237.03,False,15612862.76451267,0.005097506487238361
818,E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",413090,2123462,237.03,237.03,False,15612862.76451267,0.005097506487238361
819,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US1899999999,"Remainder of Indiana, Indiana",354346,1478665,183.32,183.32,False,15591131.364113094,0.005090411305694045
820,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",1478665,354346,183.32,183.32,False,15591131.364113094,0.005090411305694045
821,E330000US3699999999,"Remainder of New York, New York",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",892946,760818,208.95,208.95,False,15560416.74038672,0.0050803831516221965
822,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US3699999999,"Remainder of New York, New York",760818,892946,208.95,208.95,False,15560416.74038672,0.0050803831516221965
823,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",220085,2941650,204.09,204.09,False,15543112.535046654,0.005074733424678217
824,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US2499999999,"Remainder of Maryland, Maryland",2941650,220085,204.09,204.09,False,15543112.535046654,0.005074733424678217
825,E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",726454,862504,200.78,200.78,False,15542767.03206335,0.005074620619872932
826,E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",862504,726454,200.78,200.78,False,15542767.03206335,0.005074620619872932
827,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",563855,796192,170.42,170.42,False,15457673.276214212,0.005046837981159546
828,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",796192,563855,170.42,170.42,False,15457673.276214212,0.005046837981159546
829,E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",E330000US1299999999,"Remainder of Florida, Florida",560967,867980,177.61,177.61,False,15435197.95006244,0.005039499911988558
830,E330000US1299999999,"Remainder of Florida, Florida",E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",867980,560967,177.61,177.61,False,15435197.95006244,0.005039499911988558
831,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",979372,760818,219.85,219.85,False,15416135.62777648,0.005033276169625512
832,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",760818,979372,219.85,219.85,False,15416135.62777648,0.005033276169625512
833,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",2810434,2254797,641.91,641.91,False,15379157.91484812,0.005021203151711516
834,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",2254797,2810434,641.91,641.91,False,15379157.91484812,0.005021203151711516
835,E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",385784,1230480,175.8,175.8,False,15359639.739542684,0.005014830575869208
836,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",1230480,385784,175.8,175.8,False,15359639.739542684,0.005014830575869208
837,E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",1121691,7963786,763.68,763.68,False,15316868.454946415,0.005000865988980456
838,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",7963786,1121691,763.68,763.68,False,15316868.454946415,0.005000865988980456
839,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",595891,385784,122.7,122.7,False,15269397.902265582,0.004985367117159655
840,E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",385784,595891,122.7,122.7,False,15269397.902265582,0.004985367117159655
841,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",2810434,2208645,638.19,638.19,False,15240503.591889333,0.004975933285287444
842,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",2208645,2810434,638.19,638.19,False,15240503.591889333,0.004975933285287444
843,E330000US3799999999,"Remainder of North Carolina, North Carolina",E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",1250149,208621,131.03,131.03,False,15190718.59502339,0.004959678760293557
844,E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",E330000US3799999999,"Remainder of North Carolina, North Carolina",208621,1250149,131.03,131.03,False,15190718.59502339,0.004959678760293557
845,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",595891,2254797,297.41,297.41,False,15190187.705818808,0.004959505427916574
846,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",2254797,595891,297.41,297.41,False,15190187.705818808,0.004959505427916574
847,E330000US2232400000,"Lake Charles-Jennings, LA CFS Area; Louisiana",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",322904,3757121,282.64,282.64,False,15186628.10798337,0.004958343238991663
848,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US2232400000,"Lake Charles-Jennings, LA CFS Area; Louisiana",3757121,322904,282.64,282.64,False,15186628.10798337,0.004958343238991663
849,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",858882,979372,235.37,235.37,False,15183747.3929804,0.004957402701541352
850,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US5199999999,"Remainder of Virginia, Virginia",979372,858882,235.37,235.37,False,15183747.3929804,0.004957402701541352
851,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",354346,595891,118.01,118.01,False,15162008.649051089,0.00495030512237536
852,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",595891,354346,118.01,118.01,False,15162008.649051089,0.00495030512237536
853,E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",596094,2810434,333.0,333.0,False,15107745.987392798,0.004932588664693651
854,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",2810434,596094,333.0,333.0,False,15107745.987392798,0.004932588664693651
855,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US5199999999,"Remainder of Virginia, Virginia",1478665,858882,290.29,290.29,False,15070898.45359744,0.004920558149543624
856,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US1899999999,"Remainder of Indiana, Indiana",858882,1478665,290.29,290.29,False,15070898.45359744,0.004920558149543624
857,E330000US5499999999,"Remainder of West Virginia, West Virginia",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",436544,1429094,203.8,203.8,False,15020364.091486486,0.00490405896095887
858,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US5499999999,"Remainder of West Virginia, West Virginia",1429094,436544,203.8,203.8,False,15020364.091486486,0.00490405896095887
859,E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",726454,478383,152.14,152.14,False,15014021.50501753,0.004901988141700547
860,E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",478383,726454,152.14,152.14,False,15014021.50501753,0.004901988141700547
861,E330000US3699999999,"Remainder of New York, New York",E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",892946,272201,127.35,127.35,False,14987079.599007834,0.004893191759011264
862,E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",E330000US3699999999,"Remainder of New York, New York",272201,892946,127.35,127.35,False,14987079.599007834,0.004893191759011264
863,E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",413090,979372,164.33,164.33,False,14981615.775227964,0.004891407850890687
864,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",979372,413090,164.33,164.33,False,14981615.775227964,0.004891407850890687
865,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",1907979,1429094,428.87,428.87,False,14824602.271382852,0.004840143813865628
866,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US5599999999,"Remainder of Wisconsin, Wisconsin",1429094,1907979,428.87,428.87,False,14824602.271382852,0.004840143813865628
867,E330000US0199999999,"Remainder of Alabama, Alabama",E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",1200745,862504,265.53,265.53,False,14688745.756189443,0.004795787416139223
868,E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",E330000US0199999999,"Remainder of Alabama, Alabama",862504,1200745,265.53,265.53,False,14688745.756189443,0.004795787416139223
869,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",2123462,4290270,787.56,787.56,False,14687971.375872264,0.004795534585266214
870,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",4290270,2123462,787.56,787.56,False,14687971.375872264,0.004795534585266214
871,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",1907979,595891,280.08,280.08,False,14493598.320474664,0.004732072862136936
